Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Class
31113.4128,675.716,165.2555,213.1095,-17.1931,25.7081,31410.7808,208.6046,59.1914,11.5134,KDE_Synthetic
30473.1553,695.8005,224.5098,193.6683,83.6405,-39.0479,30870.3042,253.607,83.3068,-57.5304,KDE_Synthetic
31231.1759,603.8209,197.4431,185.2973,24.1244,-34.6086,31532.3529,182.8199,70.4918,91.3004,KDE_Synthetic
31118.1714,668.2278,249.0553,188.7959,-17.7709,-1.7821,31473.8408,219.6818,-28.9252,-22.2327,KDE_Synthetic
30297.643,665.923,191.4537,147.3245,55.1092,18.6242,30582.8303,211.1929,-13.5691,-2.0568,KDE_Synthetic
31263.9033,642.3054,200.0226,199.9187,13.648,-10.7803,31624.943,189.6079,8.1179,-11.9302,KDE_Synthetic
28384.4766,573.9451,169.8707,128.8553,74.7905,-13.6556,28786.2761,212.5417,32.5804,28.6481,KDE_Synthetic
31952.9719,841.8489,118.6746,139.9044,42.405,-47.4895,32132.934,290.2027,7.634,-98.2933,KDE_Synthetic
31935.5599,664.4628,175.8838,214.0936,22.5676,23.9864,32211.3861,213.6119,35.7055,19.2137,KDE_Synthetic
31977.9956,712.3393,107.3595,341.891,236.0645,-121.727,32209.373,318.8444,107.9879,-63.9088,KDE_Synthetic
31641.4767,621.7214,130.3929,145.1166,90.5291,-22.9222,32031.0685,219.7351,27.8628,-28.8682,KDE_Synthetic
31596.8829,709.9064,189.2297,189.1685,22.5901,14.0131,32170.0791,188.7237,3.2294,-8.7077,KDE_Synthetic
32406.6162,707.7045,206.5819,75.2056,28.3578,59.6908,32432.6646,270.3784,85.5187,-23.4192,KDE_Synthetic
31790.5764,637.0557,250.2915,201.9341,-16.8586,1.5516,32043.6004,251.3209,-8.0882,-6.6395,KDE_Synthetic
30286.2842,648.7149,203.5775,202.5166,-16.8757,-15.3621,30585.2961,163.8183,-13.1044,10.4249,KDE_Synthetic
32011.3799,682.2078,173.9238,211.8582,17.6697,-69.9064,32366.4766,255.7135,-54.4735,1.3091,KDE_Synthetic
31854.0397,631.1584,229.8434,195.1874,45.2728,-2.4186,32226.323,232.2849,-14.4718,-2.9829,KDE_Synthetic
32060.032,475.9493,412.1119,337.1728,-83.8139,30.9078,32565.4857,203.7519,-143.4209,10.7979,KDE_Synthetic
31348.2812,631.7137,219.1115,216.76,22.7737,-27.6157,31613.7066,181.1321,-8.2687,23.8667,KDE_Synthetic
31841.5362,662.2684,150.6611,199.208,70.1747,-28.8011,32144.9912,270.0004,17.01,-43.736,KDE_Synthetic
31099.0683,673.2109,231.4528,155.9463,16.119,7.5722,31418.1207,191.0378,-13.0716,28.8813,KDE_Synthetic
30693.7921,659.6385,197.9514,191.6308,-16.8829,-4.1612,31048.717,197.4755,-9.907,41.2331,KDE_Synthetic
30957.0765,612.5211,265.7116,131.5097,-1.6322,-27.0222,31301.1111,190.899,75.2463,41.0901,KDE_Synthetic
31199.0669,619.2568,194.5666,199.259,-62.0364,-1.2233,31661.786,250.0197,28.9204,11.7554,KDE_Synthetic
28979.3226,701.9478,345.3743,588.4027,-97.6571,-472.8348,29690.3689,616.6732,531.465,476.4401,KDE_Synthetic
32259.2416,571.9929,276.1395,192.7554,-22.0677,44.0837,32565.4097,245.0875,12.762,-6.8188,KDE_Synthetic
28434.0165,621.9836,160.0439,140.5914,-27.9599,54.8665,28704.8501,121.3524,-16.4563,53.1389,KDE_Synthetic
30142.6167,188.0975,33.8372,216.1866,550.7836,157.5953,31299.2028,189.344,-71.544,-888.7421,KDE_Synthetic
32061.3252,662.4456,157.1189,220.1845,-54.6415,34.644,32419.1021,204.3017,-14.8667,-3.3679,KDE_Synthetic
31661.2786,683.6433,273.4866,163.0189,-1.0428,-30.3631,32036.9276,189.8867,25.5165,3.8201,KDE_Synthetic
32090.6233,661.6437,255.9522,183.1789,40.0406,-3.3542,32559.7108,174.1936,-20.9612,-19.6037,KDE_Synthetic
32233.8217,635.9265,195.411,203.5821,37.9033,-15.3964,32594.4878,210.9705,-9.3838,-25.9501,KDE_Synthetic
31716.1558,613.089,181.9381,152.9567,10.9363,19.8941,32098.894,206.5845,18.3096,20.1634,KDE_Synthetic
32019.0008,709.9858,225.1503,183.7518,46.874,-13.9892,32482.5173,241.1886,58.5424,-13.2906,KDE_Synthetic
31129.4582,665.1522,399.9786,313.7975,-3.8724,30.8895,31342.1011,182.1533,-10.2815,-11.4566,KDE_Synthetic
29656.3814,-260.7358,676.6665,-776.0974,-432.3912,-925.8286,30939.5905,240.5208,179.1402,459.8609,KDE_Synthetic
32122.8871,646.7701,238.6635,180.7101,27.1924,9.9353,32407.6422,205.5196,5.7441,-1.1092,KDE_Synthetic
31575.3494,674.8051,88.6131,121.0332,49.0941,-0.9031,31837.319,247.4729,-107.9215,-7.8653,KDE_Synthetic
32138.8116,636.3412,172.7052,128.5479,-23.161,-2.7503,32510.6193,292.8185,-16.4041,-31.0081,KDE_Synthetic
31360.0751,645.4462,221.8023,223.5267,-21.6929,-11.8749,31591.2328,239.1927,-5.1693,-27.2858,KDE_Synthetic
32081.4446,671.4543,203.8979,221.6847,-20.6937,30.479,32379.1467,243.8283,2.6276,8.6417,KDE_Synthetic
31936.5092,848.9135,255.3945,-4.8964,-294.1,271.1464,31975.5666,-129.0773,-38.3264,284.3178,KDE_Synthetic
31848.95,283.9555,695.9458,499.6638,778.7852,66.636,32648.601,-144.46,-941.1039,139.1392,KDE_Synthetic
32211.7291,671.6197,239.3636,219.5517,40.3795,-31.5799,32602.5697,227.8805,44.1389,5.8571,KDE_Synthetic
31830.7389,704.8392,261.9004,37.6998,61.0759,123.1632,32418.4916,207.6824,-78.1266,8.4899,KDE_Synthetic
30024.5485,640.2542,291.7951,159.5073,-215.3711,50.1735,30871.972,434.2456,-66.3981,4.544,KDE_Synthetic
31612.2863,613.1136,166.8798,183.7023,-75.7689,-89.4886,32157.7329,290.9401,4.3299,34.9759,KDE_Synthetic
31755.3648,628.9056,258.2884,256.7453,-20.9681,2.5009,31942.9624,220.6407,-2.0008,-18.0452,KDE_Synthetic
32098.7092,691.3746,195.6861,192.8621,22.8083,-6.4386,32560.993,205.14,77.9273,4.7147,KDE_Synthetic
30023.2472,640.3202,205.0775,199.6578,26.0477,37.4389,30729.0867,211.0096,11.4099,-27.5085,KDE_Synthetic
30473.182,-275.7598,503.7948,342.385,323.8177,-360.3045,31371.1294,525.8842,132.1121,-45.1309,KDE_Synthetic
31978.6844,654.5206,195.2536,122.0857,-2.0471,3.769,32194.5779,146.2469,-31.3924,-60.9872,KDE_Synthetic
32665.1738,479.0339,107.8051,235.2277,-47.5926,117.0769,32822.3252,287.0841,228.8906,-432.248,KDE_Synthetic
30915.6949,605.4085,211.0287,166.2559,12.0961,37.7429,31222.9966,230.9649,17.6309,-34.9046,KDE_Synthetic
31679.2879,641.5002,283.545,147.9662,-5.5798,-2.5836,32028.3592,209.8402,-38.4242,13.0891,KDE_Synthetic
32245.5281,618.7852,224.9414,191.8444,-17.5476,-4.2,32487.7051,167.5446,7.2027,-28.6849,KDE_Synthetic
31879.1002,685.91,217.8824,149.2306,190.4016,125.3693,32246.0822,242.8527,-102.3825,123.6691,KDE_Synthetic
31517.3923,735.3264,269.4456,43.6779,32.9961,-37.4085,32075.0366,300.8848,288.7922,-72.4065,KDE_Synthetic
28404.163,593.2289,142.3741,220.9001,40.5672,42.0074,28744.0022,254.9023,48.8325,39.0883,KDE_Synthetic
